id,anoMes,contrato,noContrato,fechaOc,servicio,nombreCliente,titular,noPoliza,assistance,origen,importe,telefono,placa
539,202105,SEGUROS ATLAS AUTOS 15-20 AÑOS,24448518099,11/29/2020,PAGO DIRECTO ,MAPFRE SEGUROS ,Justine Fischer,16611224 4915,SUEMY,Latvia,5674,552-516-4789,D1G 6Z7
540,202107,MAPFRE TEPEYAC AUTO ,27533552499,3/27/2021,CASETAS ,GENERAL MOTORS ,Lara Sweeney,16670415 6105,MARISOL,Guinea,4153,556-983-6382,C8O 4U5
541,202110,MAPFRE HOSPITALIZACION FAMILIAR ,44765893499,10/9/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Mason Lancaster,16040312 5610,NANCY,Ghana,3827,559-130-2480,C7J 7R8
542,202203,MAPFRE TEPEYAC AUTO ,62223279399,2/17/2021,AUXILIO VIAL ,MAPFRE SEGUROS ,Brian Henson,16130730 9334,CESAR,Niger,6334,559-318-4733,C7A 3C1
543,202201,MAPFRE SEGUROS REGULARES ,47655709299,4/10/2021,AUXILIO VIAL ,GONER,Cade Hansen,16920321 4433,EDGAR,Libya,9502,558-789-7676,C6S 5F4
544,202107,SEGUROS ATLAS AUTOS 15-20 AÑOS,43778918299,9/26/2020,AUXILIO VIAL ,MAZDA ,Clinton Workman,16170625 7662,CESAR,Saint Pierre and Miquelon,8665,554-747-2587,C6K 1I0
545,202108,MAPFRE HOSPITALIZACION FAMILIAR ,16438783799,7/9/2021,AUXILIO VIAL ,GONER,Price Noel,16771017 0551,SUSANA,Gambia,9495,553-135-0247,C5X 4A5
546,202205,GNP SINIESTROS REGULARES,70753172999,3/10/2021,AUXILIO VIAL ,GENERAL MOTORS ,Vladimir Flynn,16030527 8608,MARISOL,Liechtenstein,334,550-867-1364,C5P 2W3
547,202202,MAPFRE HOSPITALIZACION FAMILIAR ,56311176499,7/22/2021,CASETAS ,MAPFRE SEGUROS ,Kylynn Leblanc,16320906 3613,TANIA,"Virgin Islands, United States",5798,550-198-1921,C5D 9Y8
548,202109,MAPFRE HOSPITALIZACION FAMILIAR ,52911358399,5/22/2021,PAGO DIRECTO ,GNP ,Ashton Phillips,16390418 9747,EDGAR,Bouvet Island,327,555-420-7183,C4C 5W3
549,202204,MAPFRE ESPAÑA - CORRESPONSALIA ,1919312399,1/30/2021,URGENCIAS HOSPITAL ,GENERAL MOTORS ,Bevis Bush,16890614 8179,SUEMY,Comoros,8746,552-817-2302,C4B 5T9
550,202205,MAZDA ,85546171299,3/4/2021,URGENCIAS HOSPITAL ,SEGUROS ATLAS ,Cally Mcmahon,16320122 4411,CESAR,Peru,1672,558-468-4649,C4B 5B4
551,202111,MAPFRE HOSPITALIZACION FAMILIAR ,7693575899,3/18/2022,PAGO DIRECTO ,SEGUROS ATLAS ,Clare Moon,16740503 4815,MARISOL,Viet Nam,4599,555-132-1795,C4A 0M5
552,202205,GNP DESBORDE ,70829537799,2/25/2021,PAGO DIRECTO ,GONER,Hilel Burch,16610624 1430,TANIA,Lesotho,7383,558-308-8094,C3X 6O3
553,202105,MAPFRE TEPEYAC AUTO ,48400264299,4/28/2021,GRUA ,MAZDA ,Mari Benjamin,16520611 3119,CESAR,Saint Lucia,2425,557-225-4267,C3V 7L3
554,202110,MAZDA ,99702957199,9/3/2020,CASETAS ,GNP ,Drake Simon,16050708 3798,SUSANA,South Africa,4361,555-897-2739,C3E 1Y0
555,202202,GNP BANCA POR EXPUESTO ,71840893999,9/6/2020,CASETAS ,SEGUROS ATLAS ,Ginger Wilkins,16430418 2134,CESAR,Mozambique,4896,559-881-1800,C2P 6O2
556,202202,GNP BANCA POR EXPUESTO ,99382205799,6/11/2020,AUXILIO VIAL ,MAPFRE SEGUROS ,Cole Knight,16430114 7650,CESAR,Estonia,5827,559-150-2302,C1Y 9Y4
557,202201,MAPFRE HOSPITALIZACION FAMILIAR ,13833672399,6/16/2020,CASETAS ,MAPFRE SEGUROS ,Cora Watkins,16171027 1568,SUSANA,United States Minor Outlying Islands,1699,553-130-6989,C1Y 4G8
558,202202,MAPFRE ESPAÑA - CORRESPONSALIA ,61918796699,3/22/2021,GRUA ,MAPFRE ASISTENCIA ,Harding Boyd,16530325 3610,TANIA,Turks and Caicos Islands,3546,555-570-1181,C1S 1W5
559,202109,MAPFRE ESPAÑA - CORRESPONSALIA ,30481171199,12/11/2021,URGENCIAS HOSPITAL ,MAPFRE SEGUROS ,Colette Franco,16900117 7717,TANIA,Norway,2738,550-509-6353,C1R 9W9
560,202205,MAPFRE SEGUROS REGULARES ,33413756799,4/29/2021,CASETAS ,MAZDA ,Brenda Chambers,16330227 2137,EDGAR,Zambia,3673,552-913-7775,C1P 8Z6
561,202203,MAPFRE ESPAÑA - CORRESPONSALIA ,39978594199,12/27/2020,PAGO DIRECTO ,GNP ,Kenyon Lang,16140821 4110,MARISOL,Lithuania,5944,553-578-7692,C1N 6T7
562,202107,SEGUROS ATLAS AUTOS 15-20 AÑOS,54489167199,11/20/2020,GRUA ,SEGUROS ATLAS ,Thaddeus Walton,16891204 9262,NANCY,Myanmar,7006,556-616-6726,C0Z 3K0
563,202203,MAPFRE ESPAÑA - CORRESPONSALIA ,15884832299,6/5/2020,CASETAS ,MAZDA ,Marah Atkins,16200809 0686,CESAR,China,4031,556-451-4211,C0H 7W7
564,202105,MAPFRE TEPEYAC AUTO ,99893438199,2/6/2021,COMBUSTIBLE ,MAPFRE SEGUROS ,Craig Pearson,16070229 3994,MARISOL,United Arab Emirates,4373,554-799-7719,B9U 7B6
565,202204,MAPFRE SEGUROS REGULARES ,53921734999,2/27/2022,PAGO DIRECTO ,MAPFRE SEGUROS ,Jacob Cameron,16140230 5641,MARISOL,Hong Kong,5881,559-911-4154,B9U 2B6
566,202110,MAPFRE TEPEYAC AUTO ,97202446299,12/2/2021,AUXILIO VIAL ,MAZDA ,Arsenio Solis,16911012 4055,MARISOL,Austria,3860,550-673-9282,B7C 7L2
567,202109,GNP SINIESTROS REGULARES,63877642499,7/30/2020,PAGO DIRECTO ,GENERAL MOTORS ,Bianca Price,16180604 1511,MARISOL,Trinidad and Tobago,8945,555-636-4886,B6U 6S9
568,202110,MAPFRE TEPEYAC AUTO ,96892936599,6/13/2021,CASETAS ,MAPFRE SEGUROS ,Wallace Ortiz,16791105 1485,SUSANA,Denmark,9792,550-206-2277,B6S 8D3
569,202107,GNP BANCA POR EXPUESTO ,65991857299,4/21/2022,COMBUSTIBLE ,GNP ,Harlan Stewart,16050708 9811,SUEMY,Israel,2697,558-292-6792,B6O 2S5
570,202111,GNP SINIESTROS REGULARES,78484504199,7/28/2020,GRUA ,GENERAL MOTORS ,Xenos Taylor,16660702 6306,EDGAR,South Africa,4287,550-549-3418,B5X 8W3
571,202204,MAPFRE ESPAÑA - CORRESPONSALIA ,70896086599,9/1/2021,PAGO DIRECTO ,MAPFRE ASISTENCIA ,Madison Merrill,16851116 4223,NANCY,Nicaragua,6976,557-358-2420,B4X 7I5
572,202202,MAPFRE TEPEYAC AUTO ,36339893599,5/15/2022,GRUA ,GENERAL MOTORS ,Amal Ferguson,16181206 8029,CESAR,Georgia,225,551-847-8918,B4Q 4H0
573,202112,MAPFRE ESPAÑA - CORRESPONSALIA ,62596689499,12/8/2020,GRUA ,MAPFRE SEGUROS ,Clarke Mcdonald,16130205 5064,CESAR,Netherlands,7480,553-121-1106,B4O 0Y6
574,202203,GNP BANCA POR EXPUESTO ,50912096299,1/14/2022,CASETAS ,MAPFRE ASISTENCIA ,Amir Kim,16591220 1455,MARISOL,Cape Verde,1483,552-686-8664,B3W 9A3
575,202205,GNP SINIESTROS REGULARES,30288829599,1/26/2022,URGENCIAS HOSPITAL ,GONER,Ira Mclean,16291226 4468,NANCY,Pitcairn Islands,7097,551-885-0113,B3R 0M4
576,202107,MAPFRE SEGUROS REGULARES ,24692949899,9/22/2020,URGENCIAS HOSPITAL ,MAPFRE SEGUROS ,Justine Roach,16751224 3325,NANCY,Central African Republic,2980,555-192-3477,B3I 3R3
577,202105,MAZDA ,85705353699,10/1/2020,COMBUSTIBLE ,MAPFRE SEGUROS ,Guy Farrell,16691210 7940,SUSANA,Lesotho,9173,559-836-3804,B2X 5J0
578,202205,GNP SINIESTROS REGULARES,69547190099,3/13/2021,COMBUSTIBLE ,GNP ,Flynn Hays,16550728 6580,NANCY,Colombia,832,556-913-8592,B1S 7N6
579,202204,GNP SINIESTROS REGULARES,36974753999,8/19/2020,CASETAS ,GENERAL MOTORS ,Deirdre Kramer,16921230 1031,EDGAR,Colombia,4979,550-507-8414,B1Q 8L1
580,202111,MAPFRE ESPAÑA - CORRESPONSALIA ,26906418999,5/14/2021,AUXILIO VIAL ,MAPFRE SEGUROS ,Kalia Wise,16671211 3023,SUEMY,French Polynesia,5227,555-992-9889,B1E 6V8
581,202112,MAZDA ,86988718599,4/17/2021,AUXILIO VIAL ,GNP ,Rowan Zimmerman,16911012 4055,EDGAR,Syria,6354,552-138-9597,A9P 0N0
582,202111,MAZDA ,42384506899,2/12/2021,AUXILIO VIAL ,MAPFRE SEGUROS ,Jada Finley,16000404 5217,SUSANA,Burundi,4086,550-165-5765,A8T 3V4
583,202202,MAPFRE ESPAÑA - CORRESPONSALIA ,37701077799,5/18/2021,GRUA ,MAPFRE SEGUROS ,Chastity Norton,16071206 8642,MARISOL,Swaziland,2228,556-707-2399,A8L 6G6
584,202105,GNP BANCA POR EXPUESTO ,82322813899,11/14/2020,GRUA ,GENERAL MOTORS ,Thaddeus Walton,16411030 4054,SUEMY,Ecuador,5967,556-474-3836,A7U 1L0
585,202202,MAZDA ,50572680399,7/5/2020,GRUA ,SEGUROS ATLAS ,Iona Larsen,16890406 8478,MARISOL,Belarus,3152,552-491-1536,A7T 4F0
586,202106,GNP BANCA POR EXPUESTO ,70875141699,11/7/2021,GRUA ,GENERAL MOTORS ,Echo Mcknight,16971224 2149,EDGAR,Venezuela,4061,553-391-2902,A7A 7D9
587,202112,GNP DESBORDE ,93526353099,11/22/2020,PAGO DIRECTO ,MAPFRE SEGUROS ,Baxter Randall,16320325 5363,NANCY,Saudi Arabia,9916,554-479-9737,A6U 4S4
588,202205,GNP BANCA POR EXPUESTO ,74620532399,10/13/2020,AUXILIO VIAL ,MAZDA ,Carolyn Ballard,16200301 2354,MARISOL,Bhutan,7770,553-688-8134,A6F 9J7
589,202201,GERNERAL MOTORS - ASISTENCIA ,76813827099,5/20/2021,CASETAS ,MAZDA ,Griffith Burton,16190620 7293,SUSANA,San Marino,4408,556-360-5480,A6D 9F9
590,202203,MAPFRE TEPEYAC AUTO ,83380600399,4/23/2022,URGENCIAS HOSPITAL ,SEGUROS ATLAS ,Portia Kramer,16540206 8976,NANCY,Morocco,7893,559-746-3185,A6D 3I6
591,202201,SEGUROS ATLAS AUTOS 15-20 AÑOS,82621211399,5/4/2021,CASETAS ,MAZDA ,Ivana Mcguire,16900123 6745,TANIA,Australia,9525,550-797-1824,A5N 2J5
592,202105,GERNERAL MOTORS - ASISTENCIA ,81780881899,5/12/2022,PAGO DIRECTO ,SEGUROS ATLAS ,Giselle Kelly,16351026 9073,SUEMY,Macao,1984,555-231-9241,A5E 0O7
593,202203,SEGUROS ATLAS AUTOS 15-20 AÑOS,4546206399,2/8/2022,CASETAS ,MAPFRE SEGUROS ,Marshall Hodge,16320230 5979,CESAR,"Palestine, State of",7712,557-225-4267,A4P 5H8
594,202204,GNP SINIESTROS REGULARES,84754198099,11/27/2020,PAGO DIRECTO ,MAPFRE SEGUROS ,Claire Miller,16890207 9782,TANIA,Malawi,7820,554-226-2638,A4I 6V4
595,202204,MAPFRE TEPEYAC AUTO ,97659827999,3/15/2021,AUXILIO VIAL ,GONER,Sarah Howe,16270729 3730,EDGAR,Vanuatu,7400,558-799-1893,A2R 6J3
596,202201,SEGUROS ATLAS AUTOS 15-20 AÑOS,99823442699,8/7/2021,URGENCIAS HOSPITAL ,MAZDA ,Rama Dominguez,16390817 0990,SUSANA,Morocco,308,552-659-9982,A2K 0V0
597,202108,MAPFRE TEPEYAC AUTO ,23660367699,5/23/2021,CASETAS ,GNP ,Keefe Cabrera,16130901 9295,CESAR,Finland,7889,550-229-7147,A1W 2T7
598,202111,GERNERAL MOTORS - ASISTENCIA ,85842076499,11/8/2020,GRUA ,GONER,Hop Robertson,16630624 7666,CESAR,French Guiana,9772,559-918-7519,A1D 6E8
599,202201,MAZDA ,89476322499,4/20/2022,AUXILIO VIAL ,MAPFRE ASISTENCIA ,Clementine Ayers,16120625 3997,MARISOL,Gabon,9364,553-298-4896,A0T 7A9
600,202107,MAPFRE HOSPITALIZACION FAMILIAR ,5339724799,8/22/2020,COMBUSTIBLE ,SEGUROS ATLAS ,Tyrone Tran,16300503 0717,SUSANA,Dominican Republic,7468,558-640-2151,A0F 3N6
